flight_id,flight_number,date,month,day_of_week,is_weekend,airline,aircraft_type,origin,destination,distance_km,scheduled_dep_hour,flight_duration_min,seat_capacity,passengers_boarded,load_factor_pct,weather_origin,weather_dest,origin_congestion,dest_congestion,atc_delay_min,late_aircraft_min,tech_issue_delay_min,dep_delay_min,arr_delay_min
FL1333,6E398,2023-04-08,4,Saturday,1,IndiGo,B737,IXC,CCU,1482,16,142,162,155.0,95.8,2.0,4.0,2,5,7.6,0.0,0.0,5.3,22.5
FL0628,SG472,2023-03-11,3,Saturday,1,SpiceJet,A319,GOI,MAA,1251,6,106,144,110.0,76.8,1.0,5.0,3,6,2.8,0.0,0.0,9.2,34.6
FL0132,6E701,2023-12-25,12,Monday,0,IndiGo,B737,AMD,DEL,890,10,93,162,134.0,83.3,4.0,10.0,4,9,2.3,23.9,0.0,43.2,82.0
FL0588,6E343,2023-06-30,6,Friday,0,IndiGo,B737,VTZ,GAU,759,10,79,162,120.0,74.5,5.0,6.0,2,2,8.7,0.0,0.0,14.5,43.2
FL0306,6E482,2023-02-02,2,Thursday,0,IndiGo,B777,MAA,SXR,613,21,78,342,261.0,76.6,2.0,5.0,6,2,0.0,0.0,0.0,1.5,12.0
FL1089,6E858,2023-03-27,3,Monday,0,IndiGo,B737,AMD,VTZ,467,20,61,162,99.0,61.4,,4.0,4,2,7.5,0.0,1.3,18.1,27.3
FL0282,SG295,2023-03-16,3,Thursday,0,SpiceJet,B777,MAA,AMD,364,13,60,342,322.0,94.2,1.0,2.0,6,4,3.4,0.0,0.0,7.0,24.9
FL1136,AI183,2023-05-21,5,Sunday,1,Air India,ATR72,IXC,HYD,600,11,66,70,42.0,60.7,,6.0,2,6,1.9,0.0,0.0,4.2,45.7
FL0285,6E659,2023-12-06,12,Wednesday,0,IndiGo,B737,PAT,JAI,654,5,85,162,151.0,93.5,3.0,7.0,2,4,,0.0,0.0,6.8,53.3
FL0024,6E269,2023-06-10,6,Saturday,1,IndiGo,A321,GAU,MAA,562,22,75,220,176.0,80.4,6.0,4.0,2,6,0.0,0.0,0.0,15.2,41.2
FL0472,AI338,2023-04-04,4,Tuesday,0,Air India,B787,GAU,GOI,659,13,68,296,240.0,81.2,5.0,5.0,2,3,0.0,0.0,0.0,4.7,47.0
FL0781,SG888,2023-10-30,10,Monday,0,SpiceJet,ATR72,GOI,GAU,576,11,82,70,70.0,100.0,4.0,4.0,3,2,0.6,0.0,0.0,10.4,33.0
FL1341,6E707,2023-02-11,2,Saturday,1,IndiGo,B777,IXB,ATQ,860,12,96,342,270.0,79.1,1.0,7.0,2,2,2.7,0.0,0.0,9.7,48.7
FL0577,AI620,2023-12-05,12,Tuesday,0,Air India,A320,BOM,IXB,1186,11,129,180,145.0,,,3.0,9,2,,0.0,0.0,20.9,48.2
FL0016,AI263,2023-05-11,5,Thursday,0,Air India,A320,BLR,BOM,980,20,107,180,119.0,66.5,,2.0,7,9,34.6,0.0,0.0,44.9,74.8
FL1201,6E700,2023-06-05,6,Monday,0,IndiGo,A320,VTZ,JAI,896,14,81,180,151.0,84.2,9.0,8.0,2,4,0.0,0.0,9.4,44.7,63.1
FL0735,SG774,2023-11-11,11,Saturday,1,SpiceJet,B737,JAI,IXC,1612,21,151,162,152.0,94.4,3.0,1.0,4,2,5.2,16.6,0.0,25.5,43.8
FL0314,SG884,2023-02-20,2,Monday,0,SpiceJet,A320,BOM,JAI,960,15,102,180,160.0,88.9,1.0,9.0,9,4,2.9,0.0,0.0,5.0,57.2
FL0365,BZ440,2023-05-31,5,Wednesday,0,Blue Dart,B737,HYD,CCU,1440,20,128,162,95.0,58.9,1.0,4.0,6,5,12.9,31.8,0.0,46.6,76.9
FL0154,UK944,2023-11-23,11,Thursday,0,Vistara,B777,SXR,GAU,858,11,87,342,276.0,80.7,4.0,1.0,2,2,1.8,0.0,0.0,9.6,25.2
FL0382,G8573,2023-02-05,2,Sunday,1,GoFirst,A321,CCU,IXB,140,20,38,220,197.0,89.6,1.0,4.0,5,2,17.9,8.9,0.0,36.1,59.8
FL0114,AI339,2023-09-25,9,Monday,0,Air India,B777,GOI,JAI,1739,19,171,342,329.0,96.5,3.0,3.0,3,4,0.0,0.0,0.0,0.6,42.5
FL1300,AI212,2023-09-13,9,Wednesday,0,Air India,B737,CCU,MAA,1640,21,154,162,,82.6,9.0,8.0,5,6,3.8,10.6,0.0,47.8,102.7
FL0169,SG859,2023-10-13,10,Friday,0,SpiceJet,A320,IXB,JAI,332,14,56,180,148.0,82.5,8.0,1.0,2,4,4.0,,0.2,28.2,43.6
FL1181,6E794,2023-10-21,10,Saturday,1,IndiGo,ATR72,PNQ,GAU,1792,20,185,70,50.0,71.8,4.0,1.0,4,2,7.6,0.0,0.0,9.3,12.5
FL1443,6E348,2023-07-17,7,Monday,0,IndiGo,B737,IXC,MAA,1429,9,136,162,98.0,60.6,1.0,6.0,2,6,13.4,0.0,0.0,14.5,24.0
FL1433,I5611,2023-10-30,10,Monday,0,AirAsia India,A320,GOI,JAI,1013,13,96,180,169.0,94.2,2.0,4.0,3,4,6.4,0.0,0.0,4.7,27.2
FL0549,UK306,2023-05-31,5,Wednesday,0,Vistara,A320,COK,PNQ,1893,6,172,180,173.0,96.6,1.0,7.0,4,4,2.5,0.0,0.0,8.9,48.7
FL0329,AI295,2023-02-18,2,Saturday,1,Air India,B777,BLR,ATQ,1059,20,112,342,312.0,91.5,9.0,1.0,7,2,,0.0,0.0,59.4,81.1
FL0131,UK524,2023-09-12,9,Tuesday,0,Vistara,B737,MAA,BLR,340,21,57,162,129.0,79.8,8.0,8.0,6,7,9.4,10.4,0.0,44.7,113.5
FL0521,6E444,2023-10-29,10,Sunday,1,IndiGo,,VTZ,GOI,911,9,106,220,172.0,78.2,3.0,4.0,2,3,0.0,0.0,0.0,10.0,8.0
FL0737,SG638,2023-06-26,6,Monday,0,SpiceJet,A321,BOM,VTZ,1614,8,146,220,205.0,93.5,4.0,8.0,9,2,22.3,0.0,0.0,21.4,94.1
FL0936,G8376,2023-06-29,6,Thursday,0,GoFirst,B787,PAT,JAI,1387,9,129,296,227.0,76.7,7.0,8.0,2,4,3.0,0.0,0.0,22.3,64.0
FL0797,SG704,2023-12-13,12,Wednesday,0,SpiceJet,B737,PAT,IXC,962,14,106,162,121.0,74.8,8.0,4.0,2,2,0.0,0.0,0.0,43.0,40.9
FL0264,AI595,2023-01-02,1,Monday,0,Air India,B737,IXC,BLR,1710,16,146,162,145.0,89.8,2.0,9.0,2,7,,0.0,0.0,3.1,95.1
FL0268,6E420,2023-02-06,2,Monday,0,IndiGo,A320,PNQ,CCU,1966,11,178,180,180.0,100.0,5.0,1.0,4,5,,0.0,0.0,3.9,27.9
FL1188,AI960,2023-06-28,6,Wednesday,0,Air India,B787,DEL,VTZ,1320,17,126,296,244.0,82.5,6.0,5.0,9,2,12.6,0.0,0.0,29.5,48.2
FL0579,UK380,2023-03-10,3,Friday,0,Vistara,A320,PAT,IXC,1547,11,141,180,147.0,81.7,4.0,1.0,2,2,0.0,0.0,0.0,0.0,9.9
FL1027,UK578,2023-03-17,3,Friday,0,Vistara,B737,ATQ,COK,1653,8,164,162,98.0,61.0,6.0,5.0,2,4,,0.0,0.0,22.3,12.5
FL1112,6E598,2023-06-22,6,Thursday,0,IndiGo,A320,BHO,HYD,1564,10,148,180,170.0,94.6,5.0,3.0,2,6,3.2,0.0,0.0,9.4,22.5
FL0603,UK650,2023-03-15,3,Wednesday,0,Vistara,B737,BLR,MAA,340,18,39,162,102.0,63.0,3.0,6.0,7,6,16.7,1.2,0.0,17.1,54.5
FL1242,UK477,2023-05-11,5,Thursday,0,Vistara,B787,PNQ,JAI,1650,21,134,296,272.0,92.1,6.0,1.0,4,4,4.0,0.0,0.0,15.0,29.8
FL1215,I5751,2023-09-14,9,Thursday,0,AirAsia India,ATR72,GAU,PAT,1722,16,152,70,65.0,93.6,8.0,8.0,2,2,2.9,0.0,0.0,23.7,52.6
FL0796,6E812,2023-12-01,12,Friday,0,IndiGo,A321,BLR,GAU,531,18,57,220,178.0,81.2,5.0,4.0,7,2,19.1,15.0,0.0,48.6,61.4
FL0994,6E879,2023-05-22,5,Monday,0,IndiGo,ATR72,PAT,IXC,738,21,75,70,47.0,,4.0,3.0,2,2,0.0,0.0,0.0,0.0,24.5
FL0215,AI951,2023-05-10,5,Wednesday,0,Air India,B737,JAI,MAA,1523,17,126,162,162.0,100.0,2.0,,4,6,5.6,0.0,0.0,13.4,70.5
FL0855,UK154,2023-02-03,2,Friday,0,Vistara,B737,GOI,BOM,450,9,71,162,134.0,82.9,5.0,1.0,3,9,6.5,0.0,0.0,18.0,48.0
FL0244,AI548,2023-05-27,5,Saturday,1,Air India,B777,DEL,CCU,1305,22,130,342,264.0,77.4,6.0,4.0,9,5,1.2,0.0,0.0,20.5,50.0
FL0157,6E480,2023-03-27,3,Monday,0,IndiGo,B777,LKO,AMD,1497,13,146,342,337.0,98.6,2.0,5.0,3,4,5.1,0.0,0.0,6.2,34.4
FL1011,G8675,2023-03-25,3,Saturday,1,GoFirst,B737,ATQ,IXB,1703,21,169,162,129.0,80.0,1.0,6.0,2,2,0.0,0.0,0.0,2.9,58.6
FL1304,UK372,2023-12-21,12,Thursday,0,Vistara,A320,ATQ,SXR,1677,17,177,180,154.0,86.0,4.0,1.0,2,2,0.0,0.0,1.2,8.9,31.4
FL0539,UK146,2023-09-06,9,Wednesday,0,Vistara,B737,PAT,GAU,1505,8,140,162,100.0,62.3,8.0,7.0,2,2,6.1,0.0,0.0,37.0,49.3
FL0333,6E367,2023-06-07,6,Wednesday,0,IndiGo,A320,GOI,BHO,9000,16,126,180,138.0,77.0,6.0,4.0,3,2,2.6,0.0,0.0,17.4,36.0
FL0709,AI915,2023-02-04,2,Saturday,1,Air India,B737,DEL,IXC,250,14,53,162,126.0,78.0,4.0,8.0,9,2,0.0,0.0,0.0,11.0,66.3
FL1074,6E196,2023-05-14,5,Sunday,1,IndiGo,B737,CCU,IXC,457,22,50,162,160.0,98.8,3.0,4.0,5,2,0.0,24.8,0.0,29.4,26.5
FL0439,UK136,2023-08-17,8,Thursday,0,Vistara,B737,LKO,BHO,607,5,78,162,126.0,78.3,,7.0,3,2,4.7,15.6,0.0,23.2,61.5
FL0669,AI688,2023-06-13,6,Tuesday,0,Air India,A321,HYD,GAU,827,11,94,220,171.0,77.8,10.0,6.0,6,2,2.5,0.0,0.0,48.9,78.2
FL0121,AI933,2023-06-21,6,Wednesday,0,Air India,B777,IXC,AMD,671,21,66,342,312.0,91.4,4.0,10.0,2,4,0.6,0.0,0.0,1.5,86.0
FL0373,I5990,2023-02-08,2,Wednesday,0,AirAsia India,B737,IXC,SXR,1492,6,143,162,110.0,67.9,2.0,3.0,2,2,0.8,,0.0,4.3,35.5
FL1316,6E264,2023-07-28,7,Friday,0,IndiGo,A320,BLR,MAA,340,19,53,180,127.0,70.6,7.0,5.0,7,6,,0.0,0.0,48.7,53.4
FL1450,G8996,2023-12-31,12,Sunday,1,GoFirst,A320,CCU,DEL,1305,21,128,180,158.0,87.9,4.0,4.0,5,9,2.7,0.0,0.0,1.0,35.9
FL0870,6E617,2023-02-17,2,Friday,0,IndiGo,A321,VTZ,DEL,1320,20,133,220,190.0,86.6,4.0,2.0,2,9,2.8,4.1,0.0,12.9,68.1
FL1306,6E444,2023-12-30,12,Saturday,1,IndiGo,B737,AMD,SXR,1269,11,121,162,119.0,73.5,4.0,9.0,4,2,0.0,0.0,0.0,215.0,55.7
FL1480,G8876,2023-05-11,5,Thursday,0,GoFirst,A320,BHO,SXR,737,5,78,180,144.0,80.5,3.0,9.0,2,2,0.0,30.3,0.0,37.2,76.0
FL1413,AI401,2023-04-14,4,Friday,0,Air India,A321,GAU,AMD,1778,12,152,220,199.0,90.5,4.0,,2,4,9.9,12.8,0.0,29.1,38.3
FL0748,6E106,2023-01-23,1,Monday,0,IndiGo,A320,DEL,GAU,1660,8,150,180,166.0,92.4,8.0,9.0,9,2,16.0,6.6,0.0,50.5,74.6
FL1207,6E926,2023-05-28,5,Sunday,1,IndiGo,A320,PNQ,SXR,1804,16,157,180,177.0,98.8,2.0,7.0,4,2,6.6,0.0,0.0,15.1,54.8
FL1485,6E840,2023-02-08,2,Wednesday,0,IndiGo,ATR72,DEL,IXB,1903,16,164,70,56.0,81.4,1.0,5.0,9,2,2.5,0.0,0.0,6.4,55.7
FL0429,I5308,2023-04-16,4,Sunday,1,AirAsia India,B777,GAU,MAA,868,9,102,342,286.0,83.8,5.0,5.0,2,6,11.5,18.3,0.0,295.0,45.4
FL0153,UK235,2023-06-09,6,Friday,0,Vistara,CRJ-900,BLR,JAI,969,6,95,90,71.0,,5.0,7.0,7,4,0.0,0.0,0.0,6.8,77.5
FL1296,SG415,2023-04-29,4,Saturday,1,SpiceJet,B737,GOI,GAU,1391,14,121,162,131.0,80.9,6.0,3.0,3,2,0.0,0.0,0.0,21.4,41.3
FL1475,AI576,2023-06-01,6,Thursday,0,Air India,A320,LKO,ATQ,1259,19,121,180,142.0,79.4,2.0,7.0,3,2,9.1,0.0,0.0,8.6,64.9
FL0118,6E852,2023-08-04,8,Friday,0,IndiGo,A319,ATQ,IXC,464,11,70,144,124.0,86.5,9.0,8.0,2,2,6.4,0.0,0.0,40.0,75.3
FL0674,SG287,2023-08-21,8,Monday,0,SpiceJet,A320,ATQ,JAI,1024,10,112,180,171.0,95.2,5.0,6.0,2,4,0.0,32.5,0.0,42.6,56.1
FL0196,AI180,2023-04-23,4,Sunday,1,Air India,A321,BHO,HYD,798,6,84,220,180.0,81.8,2.0,4.0,2,6,0.0,0.0,0.0,8.9,46.3
FL0657,G8319,2023-02-13,2,Monday,0,GoFirst,B737,PNQ,ATQ,1903,14,165,162,146.0,90.7,4.0,4.0,4,2,3.4,0.0,0.0,11.8,26.5
FL0740,6E954,2023-04-09,4,Sunday,1,IndiGo,A320,BOM,GOI,450,6,52,180,144.0,80.4,,5.0,9,3,4.5,0.0,0.0,10.9,29.6
FL1166,6E379,2023-11-15,11,Wednesday,0,IndiGo,A320,CCU,DEL,1305,21,115,180,170.0,94.5,3.0,3.0,5,9,0.0,26.5,0.0,31.2,41.6
FL1307,SG158,2023-10-07,10,Saturday,1,SpiceJet,A320,JAI,PNQ,1039,8,104,180,160.0,88.9,3.0,6.0,4,4,0.0,0.0,0.0,12.9,42.0
FL1069,6E136,2023-11-05,11,Sunday,1,IndiGo,B737,IXC,BOM,686,14,73,162,113.0,69.9,5.0,1.0,2,9,3.1,3.2,0.0,16.6,24.4
FL1280,SG341,2023-09-20,9,Wednesday,0,SpiceJet,B737,CCU,VTZ,1424,16,120,162,162.0,100.0,8.0,6.0,5,2,0.0,0.0,0.0,22.0,57.5
FL0853,UK913,2023-12-12,12,Tuesday,0,Vistara,A321,COK,PNQ,1695,22,159,220,216.0,98.4,7.0,,4,4,0.0,0.0,0.0,23.3,30.0
FL0733,6E164,2023-08-05,8,Saturday,1,IndiGo,A321,VTZ,LKO,1889,18,163,220,183.0,83.2,2.0,6.0,2,3,4.0,0.0,0.0,3.1,63.5
FL0903,AI119,2023-08-15,8,Tuesday,0,Air India,A321,PNQ,BLR,375,8,61,220,,,6.0,8.0,4,7,3.3,0.0,0.0,20.7,102.5
FL1292,G8128,2023-07-16,7,Sunday,1,GoFirst,B737,ATQ,BOM,1965,7,171,162,162.0,100.0,7.0,4.0,2,9,0.0,0.0,0.0,21.9,73.7
FL0397,SG853,2023-07-05,7,Wednesday,0,SpiceJet,A320,BOM,ATQ,1418,5,120,180,169.0,94.4,5.0,8.0,9,2,2.8,,0.0,295.0,106.4
FL0713,6E732,2023-07-16,7,Sunday,1,IndiGo,CRJ-900,CCU,MAA,1640,20,144,90,74.0,82.4,6.0,5.0,5,6,4.7,29.3,0.0,34.9,25.8
FL0786,S5614,2023-03-16,3,Thursday,0,StarAir,ATR72,LKO,BLR,1850,7,160,70,69.0,98.6,4.0,3.0,3,7,6.1,0.0,0.0,9.7,68.8
FL0998,SG790,2023-05-19,5,Friday,0,SpiceJet,B737,BLR,SXR,1690,7,141,162,127.0,79.0,,9.0,7,2,,0.0,2.0,21.8,86.2
FL0643,6E738,2023-08-08,8,Tuesday,0,IndiGo,B737,VTZ,MAA,1927,6,164,162,144.0,89.0,6.0,10.0,2,6,7.5,0.0,0.0,18.0,87.9
FL0672,AI952,2023-01-20,1,Friday,0,Air India,B737,JAI,IXC,1023,14,102,162,115.0,71.5,,8.0,4,2,0.0,0.0,4.1,39.3,73.3
FL0486,UK264,2023-09-03,9,Sunday,1,Vistara,ATR72,AMD,HYD,451,9,70,70,64.0,91.8,2.0,5.0,4,6,2.0,0.0,0.0,4.5,26.6
FL0914,UK642,2023-10-27,10,Friday,0,Vistara,B737,LKO,IXC,309,11,60,162,98.0,61.0,2.0,2.0,3,2,0.0,0.0,0.0,2.3,9.2
FL0038,UK853,2023-12-30,12,Saturday,1,Vistara,B737,MAA,PNQ,907,19,81,162,135.0,83.5,2.0,3.0,6,4,9.2,3.4,2.4,20.6,41.4
FL0758,SG192,2023-06-22,6,Thursday,0,SpiceJet,B737,BOM,BHO,1212,7,124,162,157.0,97.1,6.0,10.0,9,2,16.2,,0.0,30.0,106.1
FL0096,6E317,2023-12-11,12,Monday,0,IndiGo,ATR72,DEL,SXR,670,6,74,70,52.0,74.9,7.0,5.0,9,2,9.5,0.0,0.0,23.1,27.8
FL0640,6E284,2023-06-22,6,Thursday,0,IndiGo,B737,SXR,BOM,1472,13,133,162,124.0,76.9,9.0,8.0,2,9,0.0,,0.0,33.1,71.6
FL0028,AI438,2023-08-24,8,Thursday,0,Air India,ATR72,BOM,AMD,530,21,75,70,65.0,94.0,5.0,7.0,9,4,0.0,36.5,1.8,47.5,97.0
FL0859,UK247,2023-03-14,3,Tuesday,0,Vistara,B737,GOI,MAA,575,22,70,162,130.0,80.7,4.0,3.0,3,6,10.2,0.0,0.0,8.6,22.2
FL0140,UK800,2023-12-18,12,Monday,0,Vistara,A319,ATQ,IXB,373,10,51,144,99.0,69.1,1.0,3.0,2,2,3.1,0.0,0.0,13.2,9.9
FL0944,UK178,2023-05-30,5,Tuesday,0,Vistara,A320,IXC,BLR,464,6,58,180,143.0,79.5,3.0,6.0,2,7,6.7,0.0,0.0,8.4,47.0
FL1150,SG915,2023-04-02,4,Sunday,1,SpiceJet,B787,BLR,COK,520,12,72,296,263.0,89.0,4.0,3.0,7,4,7.2,0.0,0.0,13.6,32.7
FL0753,6E690,2023-05-25,5,Thursday,0,IndiGo,A321,ATQ,CCU,1299,7,142,220,158.0,72.2,,2.0,2,5,6.3,0.0,0.0,6.9,10.6
FL0950,UK965,2023-12-16,12,Saturday,1,Vistara,B737,AMD,PNQ,1291,21,128,162,151.0,93.6,5.0,7.0,4,4,0.0,0.0,0.0,14.4,72.1
FL0331,I5316,2023-06-21,6,Wednesday,0,AirAsia India,A321,ATQ,COK,981,7,97,220,160.0,72.9,7.0,8.0,2,4,,7.9,0.0,25.2,73.7
FL1138,6E698,2023-07-29,7,Saturday,1,IndiGo,A321,IXB,GAU,1362,20,134,220,169.0,77.2,7.0,7.0,2,2,1.4,0.0,0.0,24.9,52.7
FL0583,6E879,2023-05-31,5,Wednesday,0,IndiGo,ATR72,SXR,IXB,1721,7,163,70,54.0,77.5,5.0,3.0,2,2,7.8,0.0,0.0,8.1,26.5
FL0535,6E190,2023-04-24,4,Monday,0,IndiGo,B737,IXB,CCU,140,7,45,162,153.0,94.8,2.0,4.0,2,5,10.7,0.0,0.0,18.8,36.4
FL0793,SG150,2023-04-08,4,Saturday,1,SpiceJet,B787,PAT,BOM,1442,20,140,296,213.0,72.1,2.0,5.0,2,9,9.2,0.0,0.0,21.8,72.5
FL1349,I5460,2023-03-28,3,Tuesday,0,AirAsia India,B737,IXC,MAA,1481,16,136,162,155.0,96.1,2.0,4.0,2,6,5.1,0.0,0.0,6.5,35.3
FL0457,AI163,2023-07-08,7,Saturday,1,Air India,A321,IXC,HYD,1946,20,173,220,146.0,66.5,8.0,6.0,2,6,0.0,0.0,0.0,22.0,54.6
FL1214,G8913,2023-11-23,11,Thursday,0,GoFirst,A321,BLR,MAA,340,20,48,220,157.0,71.4,6.0,1.0,7,6,10.9,11.4,0.0,37.0,52.1
FL0404,UK502,2023-12-08,12,Friday,0,Vistara,A319,MAA,LKO,1996,10,164,144,,96.4,,4.0,6,3,0.0,41.3,0.0,43.5,44.5
FL1161,6E119,2023-12-12,12,Tuesday,0,IndiGo,B777,BHO,BLR,1291,6,133,342,291.0,85.3,3.0,5.0,2,7,3.1,22.6,0.0,30.1,64.1
FL0916,6E964,2023-05-25,5,Thursday,0,IndiGo,A320,BOM,PNQ,149,11,41,180,122.0,68.2,6.0,2.0,9,4,5.5,0.0,0.0,23.6,20.8
FL1458,SG149,2023-03-27,3,Monday,0,SpiceJet,B737,IXB,BOM,1454,12,129,162,128.0,79.2,2.0,4.0,2,9,0.0,0.0,0.0,0.0,20.6
FL0711,AI345,2023-03-23,3,Thursday,0,Air India,B787,PAT,BHO,751,13,88,296,231.0,78.2,2.0,4.0,2,2,5.5,3.7,0.0,11.7,22.0
FL1355,6E267,2023-10-14,10,Saturday,1,IndiGo,B737,LKO,VTZ,1646,22,141,162,148.0,91.4,3.0,4.0,3,2,2.1,0.0,0.0,2.1,31.7
FL0473,AI728,2023-08-26,8,Saturday,1,Air India,ATR72,DEL,GAU,1660,14,152,70,52.0,74.8,8.0,8.0,9,2,2.2,,0.0,36.6,93.3
FL0896,SG961,2023-01-03,1,Tuesday,0,SpiceJet,A320,BLR,PAT,1394,18,126,180,151.0,84.3,1.0,3.0,7,2,31.1,0.0,0.0,28.7,56.2
FL1052,6E186,2023-02-11,2,Saturday,1,IndiGo,A321,CCU,VTZ,1993,18,174,220,180.0,82.3,4.0,2.0,5,2,9.2,0.0,0.0,7.4,33.9
FL1064,BZ615,2023-03-04,3,Saturday,1,Blue Dart,A320,MAA,IXB,384,14,53,180,134.0,74.5,3.0,1.0,6,2,0.2,0.0,0.0,1.5,27.1
FL0134,AI492,2023-07-26,7,Wednesday,0,Air India,A319,IXC,JAI,686,10,82,144,141.0,98.6,6.0,6.0,2,4,3.9,0.0,0.0,13.9,45.8
FL0130,AI295,2023-08-06,8,Sunday,1,Air India,A320,ATQ,SXR,799,8,87,180,,83.3,7.0,4.0,2,2,1.0,0.0,0.0,24.9,75.5
FL0499,6E533,2023-10-07,10,Saturday,1,IndiGo,A320,CCU,COK,733,17,89,180,145.0,80.8,1.0,4.0,5,4,14.3,0.0,0.0,14.2,19.0
FL1028,6E305,2023-02-04,2,Saturday,1,IndiGo,A320,GAU,BHO,1459,17,139,180,159.0,,3.0,8.0,2,2,0.0,0.0,5.4,7.5,70.6
FL0693,6E180,2023-05-16,5,Tuesday,0,IndiGo,A321,JAI,GAU,1298,8,132,220,163.0,74.5,3.0,3.0,4,2,2.1,0.0,0.0,8.6,24.5
FL1055,AI476,2023-11-24,11,Friday,0,Air India,B777,PAT,IXC,1529,6,156,342,284.0,83.3,4.0,8.0,2,2,1.8,2.1,0.0,5.4,58.5
FL1313,AI990,2023-08-03,8,Thursday,0,Air India,A321,HYD,BHO,901,13,98,220,200.0,90.9,8.0,9.0,6,2,4.9,0.0,0.0,18.1,63.5
FL0179,6E786,2023-08-21,8,Monday,0,IndiGo,B737,GAU,BOM,1501,14,151,162,123.0,76.0,7.0,10.0,2,9,3.3,0.0,0.0,25.9,68.3
FL1006,AI885,2023-05-18,5,Thursday,0,Air India,A321,GOI,HYD,1856,9,164,220,181.0,82.5,1.0,1.0,3,6,14.8,2.5,0.0,18.3,40.6
FL1397,SG289,2023-02-05,2,Sunday,1,SpiceJet,A320,GOI,SXR,873,19,99,180,149.0,83.3,4.0,2.0,3,2,12.1,0.0,0.0,11.7,59.5
FL0837,UK208,2023-04-03,4,Monday,0,Vistara,A320,MAA,DEL,1760,16,148,180,130.0,72.5,3.0,10.0,6,9,5.7,0.0,0.0,11.4,75.8
FL0332,G8345,2023-08-08,8,Tuesday,0,GoFirst,A320,ATQ,PNQ,1724,21,148,180,137.0,76.4,2.0,7.0,2,4,3.2,0.0,0.0,10.1,46.8
FL0410,AI116,2023-02-23,2,Thursday,0,Air India,A320,BOM,MAA,1340,7,130,180,137.0,76.6,3.0,6.0,9,6,33.7,0.0,0.0,32.8,76.2
FL0245,SG680,2023-05-28,5,Sunday,1,SpiceJet,A320,BLR,AMD,1894,7,195,180,152.0,84.6,6.0,1.0,7,4,12.5,0.0,0.0,29.0,37.7
FL0284,AI778,2023-04-14,4,Friday,0,Air India,B737,BOM,CCU,1880,13,168,162,125.0,77.7,1.0,1.0,9,5,0.7,0.0,0.0,4.1,45.6
FL0754,I5180,2023-03-26,3,Sunday,1,AirAsia India,A320,GOI,BOM,450,7,63,180,151.0,84.0,1.0,2.0,3,9,9.5,0.0,0.0,12.2,53.5
FL0571,G8774,2023-03-17,3,Friday,0,GoFirst,A321,ATQ,LKO,1766,16,155,220,150.0,,1.0,3.0,2,3,0.0,0.0,0.0,4.4,32.3
FL0591,SG842,2023-08-11,8,Friday,0,SpiceJet,A320,LKO,VTZ,1419,9,138,180,125.0,69.6,8.0,9.0,3,2,4.2,0.0,0.0,33.0,113.4
FL0712,AI522,2023-09-13,9,Wednesday,0,Air India,B737,AMD,JAI,1628,10,148,162,143.0,88.4,7.0,4.0,4,4,0.0,0.0,0.0,23.3,34.4
FL1124,AI918,2023-09-11,9,Monday,0,Air India,B737,MAA,VTZ,418,8,60,162,122.0,75.4,8.0,9.0,6,2,0.0,0.0,0.0,26.4,83.9
FL0261,6E183,2023-12-12,12,Tuesday,0,IndiGo,B737,VTZ,JAI,1454,20,158,162,152.0,94.0,3.0,6.0,2,4,14.5,33.2,0.0,59.4,78.2
FL1051,AI994,2023-08-25,8,Friday,0,Air India,A320,MAA,IXC,1923,21,180,180,157.0,87.5,10.0,6.0,6,2,3.9,0.0,0.0,44.4,87.6
FL0706,6E259,2023-08-08,8,Tuesday,0,IndiGo,ATR72,PNQ,BLR,1204,7,108,70,52.0,75.2,8.0,2.0,4,7,8.7,0.0,0.0,35.8,49.7
FL0148,AI816,2023-05-23,5,Tuesday,0,Air India,B777,PNQ,BHO,1471,16,129,342,247.0,,5.0,4.0,4,2,9.7,0.0,0.0,14.9,34.6
FL0451,G8307,2023-05-06,5,Saturday,1,GoFirst,B737,PAT,JAI,951,16,111,162,137.0,84.9,3.0,1.0,2,4,0.0,0.0,0.0,8.0,33.0
FL1099,6E555,2023-10-30,10,Monday,0,IndiGo,A320,HYD,COK,880,19,94,180,142.0,79.4,2.0,2.0,6,4,12.7,0.0,0.0,18.4,17.5
FL0678,6E688,2023-01-01,1,Sunday,1,IndiGo,A320,VTZ,JAI,1308,18,132,180,133.0,74.4,6.0,8.0,2,4,0.0,0.0,0.0,22.6,64.7
FL0080,SG795,2023-07-09,7,Sunday,1,SpiceJet,A320,AMD,IXC,1294,22,117,180,103.0,57.7,9.0,6.0,4,2,1.9,13.2,0.0,46.3,91.1
FL1350,G8342,2023-04-27,4,Thursday,0,GoFirst,B777,SXR,COK,1708,8,166,342,247.0,72.2,,1.0,2,4,4.0,28.6,0.0,32.0,46.7
FL0752,6E851,2023-03-24,3,Friday,0,IndiGo,B737,GOI,BLR,1468,15,148,162,161.0,99.9,3.0,2.0,3,7,1.7,0.0,0.0,4.4,31.6
FL1165,I5735,2023-01-01,1,Sunday,1,AirAsia India,B737,BOM,DEL,1148,21,124,162,132.0,81.8,1.0,5.0,9,9,2.8,0.0,0.0,16.8,36.6
FL1118,6E928,2023-10-09,10,Monday,0,IndiGo,A320,IXC,BHO,1875,13,162,180,160.0,89.3,6.0,1.0,2,2,4.2,,0.0,29.4,24.2
